[coverage] syncing dependencies
tests/unit/orchestration/test_orchestration_simulations.py::test_cli_runs_modes PASSED                                   [  1%]
tests/unit/orchestration/test_parallel_execute.py::test_execute_parallel_query_error_and_timeout PASSED                  [  1%]
tests/unit/orchestration/test_parallel_execute.py::test_execute_parallel_query_all_fail PASSED                           [  1%]
tests/unit/orchestration/test_parallel_merge_invariant.py::test_parallel_merge_invariant PASSED                          [  1%]
tests/unit/orchestration/test_utils_confidence.py::test_calculate_confidence_rewards_signal PASSED                       [  1%]
tests/unit/orchestration/test_utils_confidence.py::test_calculate_confidence_penalties PASSED                            [  1%]
tests/unit/search/test_property_ranking_monotonicity.py::test_monotonic_ranking PASSED                                   [  2%]
tests/unit/search/test_query_expansion_convergence.py::test_query_expansion_converges PASSED                             [  2%]
tests/unit/search/test_query_expansion_convergence.py::test_reset_instance_creates_new_singleton PASSED                  [  2%]
tests/unit/search/test_query_expansion_convergence.py::test_extract_entities_with_spacy PASSED                           [  2%]
tests/unit/search/test_query_expansion_convergence.py::test_build_topic_model_with_insufficient_docs PASSED              [  2%]
tests/unit/search/test_query_expansion_convergence.py::test_try_imports_disabled PASSED                                  [  2%]
tests/unit/search/test_query_expansion_convergence.py::test_try_import_sentence_transformers_success PASSED              [  2%]
tests/unit/search/test_ranking_convergence_simulation.py::test_ranking_converges SKIPPED (CollectorRegistry duplication
in test environment)                                                                                                     [  2%]
tests/unit/search/test_ranking_convergence_simulation.py::test_invalid_weights_raise SKIPPED (CollectorRegistry
duplication in test environment)                                                                                         [  2%]
tests/unit/search/test_ranking_formula.py::test_combine_scores_weighted_sum PASSED                                       [  3%]
tests/unit/search/test_ranking_formula.py::test_combine_scores_requires_convex_weights PASSED                            [  3%]
tests/unit/search/test_ranking_formula.py::test_duckdb_scores_used_without_semantic PASSED                               [  3%]
tests/unit/search/test_ranking_formula.py::test_rank_results_weighted_combination PASSED                                 [  3%]
tests/unit/search/test_ranking_formula.py::test_rank_results_weight_fallback PASSED                                      [  3%]
tests/unit/search/test_session_retry.py::test_http_session_retries_and_reuse PASSED                                      [  3%]
tests/unit/search/test_session_retry.py::test_http_session_recovery PASSED                                               [  3%]
tests/unit/search/test_simulate_rate_limit.py::test_default_backoff PASSED                                               [  3%]
tests/unit/search/test_simulate_rate_limit.py::test_custom_backoff PASSED                                                [  3%]
tests/unit/test_a2a_concurrency_sim.py::test_simulation_counts PASSED                                                    [  3%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_init PASSED                                                     [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_start PASSED                                                    [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_stop PASSED                                                     [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_handle_query PASSED                                             [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_handle_command_get_capabilities PASSED                          [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_handle_command_get_config PASSED                                [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_handle_command_set_config PASSED                                [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_handle_command_unknown PASSED                                   [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_handle_info PASSED                                              [  4%]
tests/unit/test_a2a_interface.py::TestA2AInterface::test_handle_query_concurrent PASSED                                  [  5%]
tests/unit/test_a2a_interface.py::TestA2AClient::test_init PASSED                                                        [  5%]
tests/unit/test_a2a_interface.py::TestA2AClient::test_query_agent PASSED                                                 [  5%]
tests/unit/test_a2a_interface.py::TestA2AClient::test_get_agent_capabilities PASSED                                      [  5%]
tests/unit/test_a2a_interface.py::TestA2AClient::test_get_agent_config PASSED                                            [  5%]
tests/unit/test_a2a_interface.py::TestA2AClient::test_set_agent_config PASSED                                            [  5%]
tests/unit/test_a2a_interface.py::test_get_a2a_client PASSED                                                             [  5%]
tests/unit/test_a2a_interface.py::test_requires_a2a_decorator_available PASSED                                           [  5%]
tests/unit/test_a2a_interface.py::test_requires_a2a_decorator_not_available PASSED                                       [  5%]
tests/unit/test_a2a_interface.py::test_handle_query_exception PASSED                                                     [  5%]
tests/unit/test_a2a_interface.py::test_handle_set_config_invalid PASSED                                                  [  6%]
tests/unit/test_a2a_interface.py::test_dispatch_simulation_invariants PASSED                                             [  6%]
tests/unit/test_a2a_interface.py::test_simulation_event_order PASSED                                                     [  6%]
tests/unit/test_a2a_interface.py::TestA2AClientExtended::test_init PASSED                                                [  6%]
tests/unit/test_a2a_interface.py::TestA2AClientExtended::test_query_agent PASSED                                         [  6%]
tests/unit/test_a2a_interface.py::TestA2AClientExtended::test_get_agent_capabilities PASSED                              [  6%]
tests/unit/test_a2a_interface.py::TestA2AClientExtended::test_get_agent_config PASSED                                    [  6%]
tests/unit/test_a2a_interface.py::TestA2AClientExtended::test_set_agent_config PASSED                                    [  6%]
tests/unit/test_a2a_interface.py::TestA2AClientExtended::test_query_agent_error PASSED                                   [  6%]
tests/unit/test_a2a_mcp_handshake.py::test_handshake_success PASSED                                                      [  7%]
tests/unit/test_a2a_mcp_handshake.py::test_handshake_timeout PASSED                                                      [  7%]
tests/unit/test_a2a_mcp_handshake.py::test_handshake_recovery PASSED                                                     [  7%]
tests/unit/test_additional_algorithm_docs.py::test_algorithm_docs_exist PASSED                                           [  7%]
tests/unit/test_additional_coverage.py::test_log_release_tokens_invalid_json PASSED                                      [  7%]
tests/unit/test_additional_coverage.py::test_circuit_breaker_transitions PASSED                                          [  7%]
tests/unit/test_additional_coverage.py::test_circuit_breaker_recovery PASSED                                             [  7%]
tests/unit/test_additional_coverage.py::test_circuit_breaker_success_decrements PASSED                                   [  7%]
tests/unit/test_additional_coverage.py::test_http_session_reuse_and_close PASSED                                         [  7%]
tests/unit/test_additional_coverage.py::test_set_get_delegate PASSED                                                     [  7%]
tests/unit/test_additional_coverage.py::test_pop_low_score_missing_confidence PASSED                                     [  8%]
tests/unit/test_additional_coverage.py::test_output_formatter_invalid PASSED                                             [  8%]
tests/unit/test_additional_coverage.py::test_streamlit_metrics PASSED                                                    [  8%]
tests/unit/test_advanced_agents.py::test_domain_specialist_execute PASSED                                                [  8%]
tests/unit/test_advanced_agents.py::test_domain_specialist_can_execute PASSED                                            [  8%]
tests/unit/test_advanced_agents.py::test_moderator_execute PASSED                                                        [  8%]
tests/unit/test_advanced_agents.py::test_moderator_can_execute PASSED                                                    [  8%]
tests/unit/test_advanced_agents.py::test_user_agent_execute PASSED                                                       [  8%]
tests/unit/test_advanced_agents.py::test_user_agent_can_execute PASSED                                                   [  8%]
tests/unit/test_advanced_agents.py::test_planner_metadata PASSED                                                         [  9%]
tests/unit/test_agent_communication.py::test_message_exchange_and_feedback PASSED                                        [  9%]
tests/unit/test_agent_communication.py::test_coalition_management_in_state PASSED                                        [  9%]
tests/unit/test_agent_communication.py::test_agent_registry_coalitions PASSED                                            [  9%]
tests/unit/test_agent_communication.py::test_orchestrator_handles_coalitions PASSED                                      [  9%]
tests/unit/test_agent_communication.py::test_message_protocols PASSED                                                    [  9%]
tests/unit/test_agent_registry.py::test_register_and_get_cached_instance PASSED                                          [  9%]
tests/unit/test_agent_registry.py::test_get_unknown_agent_raises PASSED                                                  [  9%]
tests/unit/test_agent_registry.py::test_reset_instances PASSED                                                           [  9%]
tests/unit/test_agents_llm.py::test_synthesizer_with_injected_adapter PASSED                                             [  9%]
tests/unit/test_agents_llm.py::test_contrarian_with_injected_adapter PASSED                                              [ 10%]
tests/unit/test_agents_llm.py::test_fact_checker_with_injected_adapter PASSED                                            [ 10%]
tests/unit/test_agents_llm.py::test_agent_factory_with_injected_adapter PASSED                                           [ 10%]
tests/unit/test_agents_llm.py::test_synthesizer_dynamic PASSED                                                           [ 10%]
tests/unit/test_agents_llm.py::test_contrarian_dynamic PASSED                                                            [ 10%]
tests/unit/test_agents_llm.py::test_fact_checker_sources PASSED                                                          [ 10%]
tests/unit/test_algorithm_docs.py::test_algorithm_docs_exist PASSED                                                      [ 10%]
tests/unit/test_algorithm_docs.py::test_core_docstrings_reference_docs PASSED                                            [ 10%]
tests/unit/test_api.py::test_dynamic_limit PASSED                                                                        [ 10%]
tests/unit/test_api.py::test_api_key_roles PASSED                                                                        [ 10%]
tests/unit/test_api.py::test_batch_query_invalid_page PASSED                                                             [ 11%]
tests/unit/test_api.py::test_fallback_no_limit PASSED                                                                    [ 11%]
tests/unit/test_api.py::test_fallback_multiple_ips PASSED                                                                [ 11%]
tests/unit/test_api.py::test_request_log_thread_safety PASSED                                                            [ 11%]
tests/unit/test_api_auth_deps.py::test_require_permission_allows PASSED                                                  [ 11%]
tests/unit/test_api_auth_deps.py::test_require_permission_auth_missing PASSED                                            [ 11%]
tests/unit/test_api_auth_deps.py::test_require_permission_forbidden PASSED                                               [ 11%]
tests/unit/test_api_auth_middleware.py::test_resolve_role_valid_key PASSED                                               [ 11%]
tests/unit/test_api_auth_middleware.py::test_resolve_role_invalid_key PASSED                                             [ 11%]
tests/unit/test_api_auth_middleware.py::test_resolve_role_missing_key PASSED                                             [ 12%]
tests/unit/test_api_auth_middleware.py::test_dispatch_invalid_token PASSED                                               [ 12%]
tests/unit/test_api_auth_middleware.py::test_dispatch_valid_token PASSED                                                 [ 12%]
tests/unit/test_api_error_handling.py::test_query_endpoint_runtime_error PASSED                                          [ 12%]
tests/unit/test_api_error_handling.py::test_query_endpoint_invalid_response PASSED                                       [ 12%]
tests/unit/test_api_error_handling.py::test_simulate_api_auth_error_rates PASSED                                         [ 12%]
tests/unit/test_api_errors.py::test_handle_rate_limit_response PASSED                                                    [ 12%]
tests/unit/test_api_errors.py::test_handle_rate_limit_text PASSED                                                        [ 12%]
tests/unit/test_api_imports.py::test_no_unused_imports PASSED                                                            [ 12%]
tests/unit/test_api_lifespan.py::test_lifespan_startup_shutdown PASSED                                                   [ 12%]
tests/unit/test_api_rate_limit.py::test_initial_burst_and_refill PASSED                                                  [ 13%]
tests/unit/test_api_rate_limit.py::test_partial_refill PASSED                                                            [ 13%]
tests/unit/test_api_rate_limit.py::test_clock_drift PASSED                                                               [ 13%]
tests/unit/test_api_rate_limit.py::test_invalid_parameters PASSED                                                        [ 13%]
tests/unit/test_api_token_utils.py::test_generate_bearer_token_unique PASSED                                             [ 13%]
tests/unit/test_api_token_utils.py::test_verify_bearer_token PASSED                                                      [ 13%]
tests/unit/test_backup_manager.py::test_create_and_restore_backup PASSED                                                 [ 13%]
tests/unit/test_backup_manager.py::test_backup_scheduler_start_stop PASSED                                               [ 13%]
tests/unit/test_bm25_scoring.py::test_calculate_bm25_scores_real_documents PASSED                                        [ 13%]
tests/unit/test_budgeting.py::test_apply_adaptive_token_budget_paths PASSED                                              [ 14%]
tests/unit/test_budgeting_module.py::test_budget_scaled_by_loops_and_capped PASSED                                       [ 14%]
tests/unit/test_budgeting_module.py::test_budget_increased_when_too_low PASSED                                           [ 14%]
tests/unit/test_budgeting_module.py::test_budget_unchanged_when_within_bounds PASSED                                     [ 14%]
tests/unit/test_budgeting_module.py::test_budget_noop_when_missing PASSED                                                [ 14%]
tests/unit/test_cache.py::test_search_uses_cache PASSED                                                                  [ 14%]
tests/unit/test_cache.py::test_cache_lifecycle PASSED                                                                    [ 14%]
tests/unit/test_cache.py::test_setup_thread_safe PASSED                                                                  [ 14%]
tests/unit/test_cache.py::test_cache_is_backend_specific PASSED                                                          [ 14%]
tests/unit/test_cache.py::test_cache_is_backend_specific_without_embeddings PASSED                                       [ 14%]
tests/unit/test_cache.py::test_context_aware_query_expansion_uses_cache PASSED                                           [ 15%]
tests/unit/test_cache_deepcopy.py::test_cache_results_are_deepcopied PASSED                                              [ 15%]
tests/unit/test_cache_deepcopy.py::test_get_cache_returns_singleton PASSED                                               [ 15%]
tests/unit/test_cache_extra.py::test_get_db_after_teardown PASSED                                                        [ 15%]
tests/unit/test_check_env_warnings.py::test_missing_package_metadata_raises PASSED                                       [ 15%]
tests/unit/test_check_env_warnings.py::test_missing_pytest_bdd_raises PASSED                                             [ 15%]
tests/unit/test_check_env_warnings.py::test_missing_go_task_raises PASSED                                                [ 15%]
tests/unit/test_check_env_warnings.py::test_missing_uv_raises_version_error PASSED                                       [ 15%]
tests/unit/test_check_env_warnings.py::test_task_command_failure PASSED                                                  [ 15%]
tests/unit/test_check_env_warnings.py::test_main_reports_missing_metadata PASSED                                         [ 16%]
tests/unit/test_circuit_breaker_module.py::test_state_transitions PASSED                                                 [ 16%]
tests/unit/test_circuit_breaker_module.py::test_recovery PASSED                                                          [ 16%]
tests/unit/test_cli_backup_extra.py::test_format_size_units PASSED                                                       [ 16%]
tests/unit/test_cli_backup_extra.py::test_backup_create_error PASSED                                                     [ 16%]
tests/unit/test_cli_backup_extra.py::test_backup_create_missing_tables PASSED                                            [ 16%]
tests/unit/test_cli_backup_extra.py::test_backup_create_success PASSED                                                   [ 16%]
tests/unit/test_cli_backup_extra.py::test_backup_restore_cancelled PASSED                                                [ 16%]
tests/unit/test_cli_backup_extra.py::test_backup_restore_error PASSED                                                    [ 16%]
tests/unit/test_cli_backup_extra.py::test_backup_list_no_backups PASSED                                                  [ 16%]
tests/unit/test_cli_backup_extra.py::test_backup_list_success PASSED                                                     [ 17%]
tests/unit/test_cli_backup_extra.py::test_backup_recover_invalid_timestamp PASSED                                        [ 17%]
tests/unit/test_cli_backup_extra.py::test_backup_recover_error PASSED                                                    [ 17%]
tests/unit/test_cli_help.py::test_cli_help_no_ansi PASSED                                                                [ 17%]
tests/unit/test_cli_help.py::test_search_help_includes_interactive PASSED                                                [ 17%]
tests/unit/test_cli_help.py::test_search_help_includes_visualize PASSED                                                  [ 17%]
tests/unit/test_cli_help.py::test_search_loops_option PASSED                                                             [ 17%]
tests/unit/test_cli_help.py::test_search_help_includes_ontology_flags PASSED                                             [ 17%]
tests/unit/test_cli_help.py::test_visualize_help_includes_layout PASSED                                                  [ 17%]
tests/unit/test_cli_helpers.py::test_find_similar_commands_basic PASSED                                                  [ 18%]
tests/unit/test_cli_helpers.py::test_find_similar_commands_default_threshold PASSED                                      [ 18%]
tests/unit/test_cli_helpers.py::test_parse_agent_groups_parses_nested_lists PASSED                                       [ 18%]
tests/unit/test_cli_helpers.py::test_find_similar_commands_respects_threshold PASSED                                     [ 18%]
tests/unit/test_cli_helpers.py::test_parse_agent_groups_discards_empty_groups PASSED                                     [ 18%]
tests/unit/test_cli_helpers.py::test_require_api_key_missing_header PASSED                                               [ 18%]
tests/unit/test_cli_helpers.py::test_require_api_key_accepts_present_header PASSED                                       [ 18%]
tests/unit/test_cli_helpers.py::test_report_missing_tables_sorts_and_prints PASSED                                       [ 18%]
tests/unit/test_cli_helpers.py::test_report_missing_tables_uses_console PASSED                                           [ 18%]
tests/unit/test_cli_helpers.py::test_handle_command_not_found_suggests_similar PASSED                                    [ 18%]
tests/unit/test_cli_helpers.py::test_install_help_text_in_readme PASSED                                                  [ 19%]
tests/unit/test_cli_utils_extra.py::test_print_error_suggestion PASSED                                                   [ 19%]
tests/unit/test_cli_utils_extra.py::test_verbosity_roundtrip PASSED                                                      [ 19%]
tests/unit/test_cli_utils_extra.py::test_set_verbosity_sets_env PASSED                                                   [ 19%]
tests/unit/test_cli_utils_extra.py::test_ascii_and_table_empty PASSED                                                    [ 19%]
tests/unit/test_cli_utils_extra.py::test_format_functions PASSED                                                         [ 19%]
tests/unit/test_cli_visualize.py::test_ascii_bar_graph_basic PASSED                                                      [ 19%]
tests/unit/test_cli_visualize.py::test_summary_table_render PASSED                                                       [ 19%]
tests/unit/test_cli_visualize.py::test_search_visualize_option PASSED                                                    [ 19%]
tests/unit/test_coalition_execution.py::test_coalition_agents_run_together PASSED                                        [ 20%]
tests/unit/test_coalition_execution.py::test_configmodel_from_dict_allows_coalitions PASSED                              [ 20%]
tests/unit/test_config_env_file.py::test_config_spec_exists PASSED                                                       [ 20%]
tests/unit/test_config_env_file.py::test_env_file_parsing PASSED                                                         [ 20%]
tests/unit/test_config_errors.py::test_config_spec_exists PASSED                                                         [ 20%]
tests/unit/test_config_errors.py::test_load_config_file_error PASSED                                                     [ 20%]
tests/unit/test_config_errors.py::test_notify_observers_error PASSED                                                     [ 20%]
tests/unit/test_config_errors.py::test_watch_config_files_error PASSED                                                   [ 20%]
tests/unit/test_config_errors.py::test_watch_config_reload_error PASSED                                                  [ 20%]
tests/unit/test_config_errors.py::test_reset_instance_error PASSED                                                       [ 20%]
tests/unit/test_config_hot_reload_sim.py::test_config_hot_reload_sim PASSED                                              [ 21%]
tests/unit/test_config_hot_reload_sim.py::test_invalid_update_logged PASSED                                              [ 21%]
tests/unit/test_config_loader_defaults.py::test_config_spec_exists PASSED                                                [ 21%]
tests/unit/test_config_loader_defaults.py::test_invalid_env_falls_back_to_defaults PASSED                                [ 21%]
tests/unit/test_config_loader_defaults.py::test_validate_without_config_file PASSED                                      [ 21%]
tests/unit/test_config_profiles.py::test_config_spec_exists PASSED                                                       [ 21%]
tests/unit/test_config_profiles.py::test_config_profiles_default PASSED                                                  [ 21%]
tests/unit/test_config_profiles.py::test_config_profiles_switch PASSED                                                   [ 21%]
tests/unit/test_config_profiles.py::test_config_profiles_invalid PASSED                                                  [ 21%]
tests/unit/test_config_profiles.py::test_config_profiles_merge PASSED                                                    [ 21%]
tests/unit/test_config_reload.py::test_config_spec_exists PASSED                                                         [ 22%]
tests/unit/test_config_reload.py::test_config_reload_on_change PASSED                                                    [ 22%]
tests/unit/test_config_utils.py::test_config_spec_exists PASSED                                                          [ 22%]
tests/unit/test_config_utils.py::test_module_docstring_mentions_spec PASSED                                              [ 22%]
tests/unit/test_config_utils.py::test_apply_preset_returns_configuration PASSED                                          [ 22%]
tests/unit/test_config_utils.py::test_apply_preset_unknown_name PASSED                                                   [ 22%]
tests/unit/test_config_utils.py::test_validate_config_success PASSED                                                     [ 22%]
tests/unit/test_config_utils.py::test_validate_config_failure PASSED                                                     [ 22%]
tests/unit/test_config_validation_errors.py::test_config_spec_exists PASSED                                              [ 22%]
tests/unit/test_config_validation_errors.py::test_invalid_rdf_backend PASSED                                             [ 23%]
tests/unit/test_config_validation_errors.py::test_weights_must_sum_to_one PASSED                                         [ 23%]
tests/unit/test_config_validation_errors.py::test_default_config_loads_without_error PASSED                              [ 23%]
tests/unit/test_config_validators_additional.py::test_config_spec_exists PASSED                                          [ 23%]
tests/unit/test_config_validators_additional.py::test_reasoning_mode_valid[direct-direct0] PASSED                        [ 23%]
tests/unit/test_config_validators_additional.py::test_reasoning_mode_valid[direct-direct1] PASSED                        [ 23%]
tests/unit/test_config_validators_additional.py::test_reasoning_mode_invalid PASSED                                      [ 23%]
tests/unit/test_config_validators_additional.py::test_token_budget_valid[None] PASSED                                    [ 23%]
tests/unit/test_config_validators_additional.py::test_token_budget_valid[10] PASSED                                      [ 23%]
tests/unit/test_config_validators_additional.py::test_token_budget_invalid[0] PASSED                                     [ 23%]
tests/unit/test_config_validators_additional.py::test_token_budget_invalid[-5] PASSED                                    [ 24%]
tests/unit/test_config_validators_additional.py::test_eviction_policy_valid[LRU] PASSED                                  [ 24%]
tests/unit/test_config_validators_additional.py::test_eviction_policy_valid[score] PASSED                                [ 24%]
tests/unit/test_config_validators_additional.py::test_eviction_policy_valid[hybrid] PASSED                               [ 24%]
tests/unit/test_config_validators_additional.py::test_eviction_policy_valid[priority] PASSED                             [ 24%]
tests/unit/test_config_validators_additional.py::test_eviction_policy_valid[adaptive] PASSED                             [ 24%]
tests/unit/test_config_validators_additional.py::test_eviction_policy_invalid PASSED                                     [ 24%]
tests/unit/test_config_watcher_cleanup.py::test_config_spec_exists PASSED                                                [ 24%]
tests/unit/test_config_watcher_cleanup.py::test_cli_watcher_cleanup PASSED                                               [ 24%]
tests/unit/test_config_watcher_cleanup.py::test_api_watcher_cleanup PASSED                                               [ 25%]
tests/unit/test_config_watcher_cleanup.py::test_cli_watcher_cleanup_error PASSED                                         [ 25%]
tests/unit/test_config_watcher_cleanup.py::test_api_watcher_cleanup_error PASSED                                         [ 25%]
tests/unit/test_core_modules_additional.py::test_orchestrator_parse_config_basic PASSED                                  [ 25%]
tests/unit/test_core_modules_additional.py::test_search_stub_backend[legacy] PASSED                                      [ 25%]
tests/unit/test_core_modules_additional.py::test_search_stub_backend[vss-enabled] PASSED                                 [ 25%]
tests/unit/test_core_modules_additional.py::test_search_stub_backend_return_handles_fallback PASSED                      [ 25%]
tests/unit/test_core_modules_additional.py::test_planner_execute PASSED                                                  [ 25%]
tests/unit/test_core_modules_additional.py::test_storage_setup_teardown SKIPPED (Kuzu backend not available)             [ 25%]
tests/unit/test_core_modules_additional.py::test_storage_setup_without_kuzu PASSED                                       [ 25%]
tests/unit/test_data_analysis.py::test_metrics_dataframe_enabled PASSED                                                  [ 26%]
tests/unit/test_data_analysis.py::test_metrics_dataframe_disabled PASSED                                                 [ 26%]
tests/unit/test_data_analysis.py::test_metrics_dataframe_polars_missing PASSED                                           [ 26%]
tests/unit/test_data_analysis_polars.py::test_metrics_dataframe_summary PASSED                                           [ 26%]
tests/unit/test_distributed.py::test_get_message_broker_invalid PASSED                                                   [ 26%]
tests/unit/test_distributed.py::test_publish_claim_inmemory SKIPPED (multiprocessing Manager unsupported in this
environment)                                                                                                             [ 26%]
tests/unit/test_distributed_broker.py::test_get_message_broker_memory SKIPPED (multiprocessing Manager unsupported in
this environment)                                                                                                        [ 26%]
tests/unit/test_distributed_broker.py::test_get_message_broker_invalid PASSED                                            [ 26%]
tests/unit/test_distributed_broker.py::test_redis_broker_requires_dependency PASSED                                      [ 26%]
tests/unit/test_distributed_broker.py::test_ray_broker_publish PASSED                                                    [ 27%]
tests/unit/test_distributed_broker_import_error.py::test_redis_broker_missing_dependency PASSED                          [ 27%]
tests/unit/test_distributed_coordination_benchmark.py::test_benchmark_scales SKIPPED (multiprocessing Manager
unsupported in this environment)                                                                                         [ 27%]
tests/unit/test_distributed_coordination_benchmark.py::test_benchmark_survives_worker_crash SKIPPED (multiprocessing
Manager unsupported in this environment)                                                                                 [ 27%]
tests/unit/test_distributed_coordination_props.py::test_leader_is_minimum PASSED                                         [ 27%]
tests/unit/test_distributed_coordination_props.py::test_message_ordering_preserved SKIPPED (multiprocessing Manager
unsupported in this environment)                                                                                         [ 27%]
tests/unit/test_distributed_executors.py::test_execute_agent_process PASSED                                              [ 27%]
tests/unit/test_distributed_executors.py::test_execute_agent_remote SKIPPED (Real Ray clusters require package-level
agent registration; serialization is covered by test_query_state_ray_round_trip.)                                        [ 27%]
tests/unit/test_distributed_executors.py::test_query_state_cloudpickle_round_trip PASSED                                 [ 27%]
tests/unit/test_distributed_executors.py::test_query_state_ray_round_trip PASSED                                         [ 27%]
tests/unit/test_distributed_extra.py::test_get_message_broker_default SKIPPED (multiprocessing Manager unsupported in
this environment)                                                                                                        [ 28%]
tests/unit/test_distributed_extra.py::test_redis_queue_roundtrip SKIPPED (multiprocessing Manager unsupported in this
environment)                                                                                                             [ 28%]
tests/unit/test_distributed_perf_compare.py::test_compare_matches_theory_within_tolerance PASSED                         [ 28%]
tests/unit/test_distributed_perf_sim_script.py::test_latency_decreases_with_workers PASSED                               [ 28%]
tests/unit/test_distributed_perf_sim_script.py::test_cli_execution PASSED                                                [ 28%]
tests/unit/test_distributed_perf_sim_script.py::test_cli_requires_arguments PASSED                                       [ 28%]
tests/unit/test_distributed_redis.py::test_get_message_broker_redis_roundtrip PASSED                                     [ 28%]
tests/unit/test_distributed_redis.py::test_get_message_broker_redis_missing PASSED                                       [ 28%]
tests/unit/test_download_duckdb_extensions.py::test_download_extension_network_fallback PASSED                           [ 28%]
tests/unit/test_download_duckdb_extensions.py::test_download_extension_creates_stub_when_offline PASSED                  [ 29%]
tests/unit/test_download_duckdb_extensions.py::test_download_extension_offline_without_duckdb PASSED                     [ 29%]
tests/unit/test_download_duckdb_extensions.py::test_download_extension_fallback_path PASSED                              [ 29%]
tests/unit/test_download_duckdb_extensions.py::test_offline_fallback_skips_samefile_copy PASSED                          [ 29%]
tests/unit/test_download_duckdb_extensions.py::test_setup_sh_ignores_smoke_failure_with_stub PASSED                      [ 29%]
tests/unit/test_download_duckdb_extensions.py::test_load_offline_env_sets_vector_extension_path PASSED                   [ 29%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_init PASSED                                    [ 29%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_setup_with_default_path PASSED                 [ 29%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_setup_with_custom_path PASSED                  [ 29%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_setup_with_connection_error PASSED             [ 29%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_setup_table_creation_failure PASSED            [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_setup_missing_extension_continues PASSED       [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_create_tables PASSED                           [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_initialize_schema_version PASSED               [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_get_schema_version PASSED                      [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_get_schema_version_no_version PASSED           [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_update_schema_version PASSED                   [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_run_migrations PASSED                          [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_has_vss_true PASSED                            [ 30%]
tests/unit/test_duckdb_storage_backend.py::TestDuckDBStorageBackend::test_has_vss_false PASSED                           [ 30%]
